seal_id,source_image,clean_image,image_size_orig_w,image_size_orig_h,image_size_clean_w,image_size_clean_h,symbol_id,symbol_index,bbox_clean_x1,bbox_clean_y1,bbox_clean_x2,bbox_clean_y2,bbox_orig_x1,bbox_orig_y1,bbox_orig_x2,bbox_orig_y2,symbol_path
page243_H-173_A_c0,data\cropped\page243_H-173_A_c0.png,data\clean\page243_H-173_A_c0_clean.png,885,373,768,323,page243_H-173_A_c0_sym_024,24,531,100,547,119,611,115,630,137,output\symbols\page243_H-173_A_c0_sym_024.png
page243_H-173_A_c0,data\cropped\page243_H-173_A_c0.png,data\clean\page243_H-173_A_c0_clean.png,885,373,768,323,page243_H-173_A_c0_sym_025,25,559,140,631,258,644,161,727,297,output\symbols\page243_H-173_A_c0_sym_025.png
page243_H-173_A_c0,data\cropped\page243_H-173_A_c0.png,data\clean\page243_H-173_A_c0_clean.png,885,373,768,323,page243_H-173_A_c0_sym_026,26,593,312,667,322,683,360,768,371,output\symbols\page243_H-173_A_c0_sym_026.png
page243_H-173_A_c0,data\cropped\page243_H-173_A_c0.png,data\clean\page243_H-173_A_c0_clean.png,885,373,768,323,page243_H-173_A_c0_sym_027,27,595,52,768,322,685,60,884,371,output\symbols\page243_H-173_A_c0_sym_027.png
page243_H-173_B_c0,data\cropped\page243_H-173_B_c0.png,data\clean\page243_H-173_B_c0_clean.png,885,373,768,323,page243_H-173_B_c0_sym_001,1,42,288,74,322,48,332,85,371,output\symbols\page243_H-173_B_c0_sym_001.png
page243_H-173_B_c0,data\cropped\page243_H-173_B_c0.png,data\clean\page243_H-173_B_c0_clean.png,885,373,768,323,page243_H-173_B_c0_sym_002,2,46,232,61,284,53,267,70,327,output\symbols\page243_H-173_B_c0_sym_002.png
page243_H-173_B_c0,data\cropped\page243_H-173_B_c0.png,data\clean\page243_H-173_B_c0_clean.png,885,373,768,323,page243_H-173_B_c0_sym_003,3,50,140,87,185,57,161,100,213,output\symbols\page243_H-173_B_c0_sym_003.png
page243_H-173_B_c0,data\cropped\page243_H-173_B_c0.png,data\clean\page243_H-173_B_c0_clean.png,885,373,768,323,page243_H-173_B_c0_sym_004,4,52,97,74,123,59,112,85,142,output\symbols\page243_H-173_B_c0_sym_004.png
page243_H-173_B_c0,data\cropped\page243_H-173_B_c0.png,data\clean\page243_H-173_B_c0_clean.png,885,373,768,323,page243_H-173_B_c0_sym_005,5,73,260,87,291,84,300,100,336,output\symbols\page243_H-173_B_c0_sym_005.png
page243_H-173_B_c0,data\cropped\page243_H-173_B_c0.png,data\clean\page243_H-173_B_c0_clean.png,885,373,768,323,page243_H-173_B_c0_sym_006,6,75,201,118,269,86,232,135,310,output\symbols\page243_H-173_B_c0_sym_006.png
page243_H-173_B_c0,data\cropped\page243_H-173_B_c0.png,data\clean\page243_H-173_B_c0_clean.png,885,373,768,323,page243_H-173_B_c0_sym_007,7,75,307,198,322,86,354,228,371,output\symbols\page243_H-173_B_c0_sym_007.png
page243_H-173_B_c0,data\cropped\page243_H-173_B_c0.png,data\clean\page243_H-173_B_c0_clean.png,885,373,768,323,page243_H-173_B_c0_sym_008,8,77,93,100,108,88,107,115,124,output\symbols\page243_H-173_B_c0_sym_008.png
page243_H-173_B_c0,data\cropped\page243_H-173_B_c0.png,data\clean\page243_H-173_B_c0_clean.png,885,373,768,323,page243_H-173_B_c0_sym_009,9,95,150,219,251,109,173,252,289,output\symbols\page243_H-173_B_c0_sym_009.png
page243_H-173_B_c0,data\cropped\page243_H-173_B_c0.png,data\clean\page243_H-173_B_c0_clean.png,885,373,768,323,page243_H-173_B_c0_sym_010,10,102,279,123,300,117,322,141,346,output\symbols\page243_H-173_B_c0_sym_010.png
page243_H-173_B_c0,data\cropped\page243_H-173_B_c0.png,data\clean\page243_H-173_B_c0_clean.png,885,373,768,323,page243_H-173_B_c0_sym_011,11,135,95,155,111,155,109,178,128,output\symbols\page243_H-173_B_c0_sym_011.png
page243_H-173_B_c0,data\cropped\page243_H-173_B_c0.png,data\clean\page243_H-173_B_c0_clean.png,885,373,768,323,page243_H-173_B_c0_sym_012,12,161,278,183,297,185,321,210,342,output\symbols\page243_H-173_B_c0_sym_012.png
page243_H-173_B_c0,data\cropped\page243_H-173_B_c0.png,data\clean\page243_H-173_B_c0_clean.png,885,373,768,323,page243_H-173_B_c0_sym_013,13,170,111,215,154,195,128,247,177,output\symbols\page243_H-173_B_c0_sym_013.png
page243_H-173_B_c0,data\cropped\page243_H-173_B_c0.png,data\clean\page243_H-173_B_c0_clean.png,885,373,768,323,page243_H-173_B_c0_sym_014,14,207,121,426,322,238,139,490,371,output\symbols\page243_H-173_B_c0_sym_014.png
page243_H-173_B_c0,data\cropped\page243_H-173_B_c0.png,data\clean\page243_H-173_B_c0_clean.png,885,373,768,323,page243_H-173_B_c0_sym_015,15,347,96,371,114,399,110,427,131,output\symbols\page243_H-173_B_c0_sym_015.png
page243_H-173_B_c0,data\cropped\page243_H-173_B_c0.png,data\clean\page243_H-173_B_c0_clean.png,885,373,768,323,page243_H-173_B_c0_sym_016,16,370,151,385,167,426,174,443,192,output\symbols\page243_H-173_B_c0_sym_016.png
page243_H-173_B_c0,data\cropped\page243_H-173_B_c0.png,data\clean\page243_H-173_B_c0_clean.png,885,373,768,323,page243_H-173_B_c0_sym_017,17,376,98,391,121,433,113,450,139,output\symbols\page243_H-173_B_c0_sym_017.png
page243_H-173_B_c0,data\cropped\page243_H-173_B_c0.png,data\clean\page243_H-173_B_c0_clean.png,885,373,768,323,page243_H-173_B_c0_sym_018,18,381,118,520,245,439,136,599,282,output\symbols\page243_H-173_B_c0_sym_018.png
page243_H-173_B_c0,data\cropped\page243_H-173_B_c0.png,data\clean\page243_H-173_B_c0_clean.png,885,373,768,323,page243_H-173_B_c0_sym_019,19,412,245,568,322,474,282,654,371,output\symbols\page243_H-173_B_c0_sym_019.png
page243_H-173_B_c0,data\cropped\page243_H-173_B_c0.png,data\clean\page243_H-173_B_c0_clean.png,885,373,768,323,page243_H-173_B_c0_sym_020,20,443,85,490,117,510,98,564,135,output\symbols\page243_H-173_B_c0_sym_020.png
page243_H-173_B_c0,data\cropped\page243_H-173_B_c0.png,data\clean\page243_H-173_B_c0_clean.png,885,373,768,323,page243_H-173_B_c0_sym_021,21,451,130,464,147,519,150,534,169,output\symbols\page243_H-173_B_c0_sym_021.png
page243_H-173_B_c0,data\cropped\page243_H-173_B_c0.png,data\clean\page243_H-173_B_c0_clean.png,885,373,768,323,page243_H-173_B_c0_sym_022,22,487,83,529,104,561,95,609,120,output\symbols\page243_H-173_B_c0_sym_022.png
page243_H-173_B_c0,data\cropped\page243_H-173_B_c0.png,data\clean\page243_H-173_B_c0_clean.png,885,373,768,323,page243_H-173_B_c0_sym_023,23,522,171,566,221,601,197,652,255,output\symbols\page243_H-173_B_c0_sym_023.png
page243_H-173_B_c0,data\cropped\page243_H-173_B_c0.png,data\clean\page243_H-173_B_c0_clean.png,885,373,768,323,page243_H-173_B_c0_sym_024,24,531,100,547,119,611,115,630,137,output\symbols\page243_H-173_B_c0_sym_024.png
page243_H-173_B_c0,data\cropped\page243_H-173_B_c0.png,data\clean\page243_H-173_B_c0_clean.png,885,373,768,323,page243_H-173_B_c0_sym_025,25,559,140,631,258,644,161,727,297,output\symbols\page243_H-173_B_c0_sym_025.png
page243_H-173_B_c0,data\cropped\page243_H-173_B_c0.png,data\clean\page243_H-173_B_c0_clean.png,885,373,768,323,page243_H-173_B_c0_sym_026,26,593,312,667,322,683,360,768,371,output\symbols\page243_H-173_B_c0_sym_026.png
page243_H-173_B_c0,data\cropped\page243_H-173_B_c0.png,data\clean\page243_H-173_B_c0_clean.png,885,373,768,323,page243_H-173_B_c0_sym_027,27,595,52,768,322,685,60,884,371,output\symbols\page243_H-173_B_c0_sym_027.png
page243_H-175_A_c0,data\cropped\page243_H-175_A_c0.png,data\clean\page243_H-175_A_c0_clean.png,885,373,768,323,page243_H-175_A_c0_sym_001,1,42,288,74,322,48,332,85,371,output\symbols\page243_H-175_A_c0_sym_001.png
page243_H-175_A_c0,data\cropped\page243_H-175_A_c0.png,data\clean\page243_H-175_A_c0_clean.png,885,373,768,323,page243_H-175_A_c0_sym_002,2,46,232,61,284,53,267,70,327,output\symbols\page243_H-175_A_c0_sym_002.png
page243_H-175_A_c0,data\cropped\page243_H-175_A_c0.png,data\clean\page243_H-175_A_c0_clean.png,885,373,768,323,page243_H-175_A_c0_sym_003,3,50,140,87,185,57,161,100,213,output\symbols\page243_H-175_A_c0_sym_003.png
page243_H-175_A_c0,data\cropped\page243_H-175_A_c0.png,data\clean\page243_H-175_A_c0_clean.png,885,373,768,323,page243_H-175_A_c0_sym_004,4,52,97,74,123,59,112,85,142,output\symbols\page243_H-175_A_c0_sym_004.png
page243_H-175_A_c0,data\cropped\page243_H-175_A_c0.png,data\clean\page243_H-175_A_c0_clean.png,885,373,768,323,page243_H-175_A_c0_sym_005,5,73,260,87,291,84,300,100,336,output\symbols\page243_H-175_A_c0_sym_005.png
page243_H-175_A_c0,data\cropped\page243_H-175_A_c0.png,data\clean\page243_H-175_A_c0_clean.png,885,373,768,323,page243_H-175_A_c0_sym_006,6,75,201,118,269,86,232,135,310,output\symbols\page243_H-175_A_c0_sym_006.png
page243_H-175_A_c0,data\cropped\page243_H-175_A_c0.png,data\clean\page243_H-175_A_c0_clean.png,885,373,768,323,page243_H-175_A_c0_sym_007,7,75,307,198,322,86,354,228,371,output\symbols\page243_H-175_A_c0_sym_007.png
page243_H-175_A_c0,data\cropped\page243_H-175_A_c0.png,data\clean\page243_H-175_A_c0_clean.png,885,373,768,323,page243_H-175_A_c0_sym_008,8,77,93,100,108,88,107,115,124,output\symbols\page243_H-175_A_c0_sym_008.png
page243_H-175_A_c0,data\cropped\page243_H-175_A_c0.png,data\clean\page243_H-175_A_c0_clean.png,885,373,768,323,page243_H-175_A_c0_sym_009,9,95,150,219,251,109,173,252,289,output\symbols\page243_H-175_A_c0_sym_009.png
page243_H-175_A_c0,data\cropped\page243_H-175_A_c0.png,data\clean\page243_H-175_A_c0_clean.png,885,373,768,323,page243_H-175_A_c0_sym_010,10,102,279,123,300,117,322,141,346,output\symbols\page243_H-175_A_c0_sym_010.png
page243_H-175_A_c0,data\cropped\page243_H-175_A_c0.png,data\clean\page243_H-175_A_c0_clean.png,885,373,768,323,page243_H-175_A_c0_sym_011,11,135,95,155,111,155,109,178,128,output\symbols\page243_H-175_A_c0_sym_011.png
page243_H-175_A_c0,data\cropped\page243_H-175_A_c0.png,data\clean\page243_H-175_A_c0_clean.png,885,373,768,323,page243_H-175_A_c0_sym_012,12,161,278,183,297,185,321,210,342,output\symbols\page243_H-175_A_c0_sym_012.png
page243_H-175_A_c0,data\cropped\page243_H-175_A_c0.png,data\clean\page243_H-175_A_c0_clean.png,885,373,768,323,page243_H-175_A_c0_sym_013,13,170,111,215,154,195,128,247,177,output\symbols\page243_H-175_A_c0_sym_013.png
page243_H-175_A_c0,data\cropped\page243_H-175_A_c0.png,data\clean\page243_H-175_A_c0_clean.png,885,373,768,323,page243_H-175_A_c0_sym_014,14,207,121,426,322,238,139,490,371,output\symbols\page243_H-175_A_c0_sym_014.png
page243_H-175_A_c0,data\cropped\page243_H-175_A_c0.png,data\clean\page243_H-175_A_c0_clean.png,885,373,768,323,page243_H-175_A_c0_sym_015,15,347,96,371,114,399,110,427,131,output\symbols\page243_H-175_A_c0_sym_015.png
page243_H-175_A_c0,data\cropped\page243_H-175_A_c0.png,data\clean\page243_H-175_A_c0_clean.png,885,373,768,323,page243_H-175_A_c0_sym_016,16,370,151,385,167,426,174,443,192,output\symbols\page243_H-175_A_c0_sym_016.png
page243_H-175_A_c0,data\cropped\page243_H-175_A_c0.png,data\clean\page243_H-175_A_c0_clean.png,885,373,768,323,page243_H-175_A_c0_sym_017,17,376,98,391,121,433,113,450,139,output\symbols\page243_H-175_A_c0_sym_017.png
page243_H-175_A_c0,data\cropped\page243_H-175_A_c0.png,data\clean\page243_H-175_A_c0_clean.png,885,373,768,323,page243_H-175_A_c0_sym_018,18,381,118,520,245,439,136,599,282,output\symbols\page243_H-175_A_c0_sym_018.png
page243_H-175_A_c0,data\cropped\page243_H-175_A_c0.png,data\clean\page243_H-175_A_c0_clean.png,885,373,768,323,page243_H-175_A_c0_sym_019,19,412,245,568,322,474,282,654,371,output\symbols\page243_H-175_A_c0_sym_019.png
page243_H-175_A_c0,data\cropped\page243_H-175_A_c0.png,data\clean\page243_H-175_A_c0_clean.png,885,373,768,323,page243_H-175_A_c0_sym_020,20,443,85,490,117,510,98,564,135,output\symbols\page243_H-175_A_c0_sym_020.png
page243_H-175_A_c0,data\cropped\page243_H-175_A_c0.png,data\clean\page243_H-175_A_c0_clean.png,885,373,768,323,page243_H-175_A_c0_sym_021,21,451,130,464,147,519,150,534,169,output\symbols\page243_H-175_A_c0_sym_021.png
page243_H-175_A_c0,data\cropped\page243_H-175_A_c0.png,data\clean\page243_H-175_A_c0_clean.png,885,373,768,323,page243_H-175_A_c0_sym_022,22,487,83,529,104,561,95,609,120,output\symbols\page243_H-175_A_c0_sym_022.png
page243_H-175_A_c0,data\cropped\page243_H-175_A_c0.png,data\clean\page243_H-175_A_c0_clean.png,885,373,768,323,page243_H-175_A_c0_sym_023,23,522,171,566,221,601,197,652,255,output\symbols\page243_H-175_A_c0_sym_023.png
page243_H-175_A_c0,data\cropped\page243_H-175_A_c0.png,data\clean\page243_H-175_A_c0_clean.png,885,373,768,323,page243_H-175_A_c0_sym_024,24,531,100,547,119,611,115,630,137,output\symbols\page243_H-175_A_c0_sym_024.png
page243_H-175_A_c0,data\cropped\page243_H-175_A_c0.png,data\clean\page243_H-175_A_c0_clean.png,885,373,768,323,page243_H-175_A_c0_sym_025,25,559,140,631,258,644,161,727,297,output\symbols\page243_H-175_A_c0_sym_025.png
page243_H-175_A_c0,data\cropped\page243_H-175_A_c0.png,data\clean\page243_H-175_A_c0_clean.png,885,373,768,323,page243_H-175_A_c0_sym_026,26,593,312,667,322,683,360,768,371,output\symbols\page243_H-175_A_c0_sym_026.png
page243_H-175_A_c0,data\cropped\page243_H-175_A_c0.png,data\clean\page243_H-175_A_c0_clean.png,885,373,768,323,page243_H-175_A_c0_sym_027,27,595,52,768,322,685,60,884,371,output\symbols\page243_H-175_A_c0_sym_027.png
page244_H-176_A_bis_c0,data\cropped\page244_H-176_A_bis_c0.png,data\clean\page244_H-176_A_bis_c0_clean.png,1252,464,768,284,page244_H-176_A_bis_c0_sym_001,1,678,69,701,81,1105,112,1142,132,output\symbols\page244_H-176_A_bis_c0_sym_001.png
page245_H-177_A_c0,data\cropped\page245_H-177_A_c0.png,data\clean\page245_H-177_A_c0_clean.png,629,335,627,335,page245_H-177_A_c0_sym_001,1,4,0,627,334,4,0,628,334,output\symbols\page245_H-177_A_c0_sym_001.png
page245_H-181_B_c0,data\cropped\page245_H-181_B_c0.png,data\clean\page245_H-181_B_c0_clean.png,573,444,548,444,page245_H-181_B_c0_sym_001,1,22,65,548,443,23,65,572,443,output\symbols\page245_H-181_B_c0_sym_001.png
page247_H-190_B_c1,data\cropped\page247_H-190_B_c1.png,data\clean\page247_H-190_B_c1_clean.png,706,308,706,308,page247_H-190_B_c1_sym_001,1,431,301,476,307,431,301,476,307,output\symbols\page247_H-190_B_c1_sym_001.png
page247_H-190_B_c1,data\cropped\page247_H-190_B_c1.png,data\clean\page247_H-190_B_c1_clean.png,706,308,706,308,page247_H-190_B_c1_sym_002,2,522,302,606,307,522,302,606,307,output\symbols\page247_H-190_B_c1_sym_002.png
page248_H-201_A_c2,data\cropped\page248_H-201_A_c2.png,data\clean\page248_H-201_A_c2_clean.png,566,376,558,346,page248_H-201_A_c2_sym_001,1,193,282,268,326,195,306,271,354,output\symbols\page248_H-201_A_c2_sym_001.png
page248_H-201_B_c2,data\cropped\page248_H-201_B_c2.png,data\clean\page248_H-201_B_c2_clean.png,581,378,551,370,page248_H-201_B_c2_sym_001,1,432,112,456,130,455,114,480,132,output\symbols\page248_H-201_B_c2_sym_001.png
page249_H-200_A_c1,data\cropped\page249_H-200_A_c1.png,data\clean\page249_H-200_A_c1_clean.png,641,358,641,358,page249_H-200_A_c1_sym_001,1,46,65,641,357,46,65,640,357,output\symbols\page249_H-200_A_c1_sym_001.png
page249_H-203_A_c0,data\cropped\page249_H-203_A_c0.png,data\clean\page249_H-203_A_c0_clean.png,1021,407,768,306,page249_H-203_A_c0_sym_001,1,3,0,768,305,3,0,1020,405,output\symbols\page249_H-203_A_c0_sym_001.png
page249_H-204_A_c0,data\cropped\page249_H-204_A_c0.png,data\clean\page249_H-204_A_c0_clean.png,641,358,641,358,page249_H-204_A_c0_sym_001,1,46,65,641,357,46,65,640,357,output\symbols\page249_H-204_A_c0_sym_001.png
page249_H-205_A_c0,data\cropped\page249_H-205_A_c0.png,data\clean\page249_H-205_A_c0_clean.png,1021,407,768,306,page249_H-205_A_c0_sym_001,1,3,0,768,305,3,0,1020,405,output\symbols\page249_H-205_A_c0_sym_001.png
page249_H-205_B_c0,data\cropped\page249_H-205_B_c0.png,data\clean\page249_H-205_B_c0_clean.png,1021,407,768,306,page249_H-205_B_c0_sym_001,1,3,0,768,305,3,0,1020,405,output\symbols\page249_H-205_B_c0_sym_001.png
page249_H-206_A_c1,data\cropped\page249_H-206_A_c1.png,data\clean\page249_H-206_A_c1_clean.png,641,358,641,358,page249_H-206_A_c1_sym_001,1,46,65,641,357,46,65,640,357,output\symbols\page249_H-206_A_c1_sym_001.png
page249_H-208_A_c0,data\cropped\page249_H-208_A_c0.png,data\clean\page249_H-208_A_c0_clean.png,1021,407,768,306,page249_H-208_A_c0_sym_001,1,3,0,768,305,3,0,1020,405,output\symbols\page249_H-208_A_c0_sym_001.png
page249_H-210_A_c0,data\cropped\page249_H-210_A_c0.png,data\clean\page249_H-210_A_c0_clean.png,509,296,509,296,page249_H-210_A_c0_sym_001,1,42,58,509,295,42,58,508,295,output\symbols\page249_H-210_A_c0_sym_001.png
page249_H-210_B_c0,data\cropped\page249_H-210_B_c0.png,data\clean\page249_H-210_B_c0_clean.png,563,333,530,333,page249_H-210_B_c0_sym_001,1,209,15,349,49,222,15,370,49,output\symbols\page249_H-210_B_c0_sym_001.png
page249_H-213_A_c1,data\cropped\page249_H-213_A_c1.png,data\clean\page249_H-213_A_c1_clean.png,563,333,530,333,page249_H-213_A_c1_sym_001,1,209,15,349,49,222,15,370,49,output\symbols\page249_H-213_A_c1_sym_001.png
page249_H-213_B_c0,data\cropped\page249_H-213_B_c0.png,data\clean\page249_H-213_B_c0_clean.png,563,333,530,333,page249_H-213_B_c0_sym_001,1,209,15,349,49,222,15,370,49,output\symbols\page249_H-213_B_c0_sym_001.png
page250_H-215_A_c0,data\cropped\page250_H-215_A_c0.png,data\clean\page250_H-215_A_c0_clean.png,473,287,473,242,page250_H-215_A_c0_sym_001,1,46,21,473,241,46,24,472,285,output\symbols\page250_H-215_A_c0_sym_001.png
page250_H-215_c0,data\cropped\page250_H-215_c0.png,data\clean\page250_H-215_c0_clean.png,473,287,473,242,page250_H-215_c0_sym_001,1,46,21,473,241,46,24,472,285,output\symbols\page250_H-215_c0_sym_001.png
page250_H-218_A_c0,data\cropped\page250_H-218_A_c0.png,data\clean\page250_H-218_A_c0_clean.png,464,264,460,264,page250_H-218_A_c0_sym_001,1,4,0,460,263,4,0,463,263,output\symbols\page250_H-218_A_c0_sym_001.png
page250_H-218_B_c0,data\cropped\page250_H-218_B_c0.png,data\clean\page250_H-218_B_c0_clean.png,464,264,460,264,page250_H-218_B_c0_sym_001,1,4,0,460,263,4,0,463,263,output\symbols\page250_H-218_B_c0_sym_001.png
page250_H-219_A_c1,data\cropped\page250_H-219_A_c1.png,data\clean\page250_H-219_A_c1_clean.png,473,287,473,242,page250_H-219_A_c1_sym_001,1,46,21,473,241,46,24,472,285,output\symbols\page250_H-219_A_c1_sym_001.png
page250_H-219_B_c1,data\cropped\page250_H-219_B_c1.png,data\clean\page250_H-219_B_c1_clean.png,473,287,473,242,page250_H-219_B_c1_sym_001,1,46,21,473,241,46,24,472,285,output\symbols\page250_H-219_B_c1_sym_001.png
page250_H-221_A_c0,data\cropped\page250_H-221_A_c0.png,data\clean\page250_H-221_A_c0_clean.png,495,301,458,301,page250_H-221_A_c0_sym_001,1,7,64,458,300,7,64,494,300,output\symbols\page250_H-221_A_c0_sym_001.png
page250_H-222_B_c0,data\cropped\page250_H-222_B_c0.png,data\clean\page250_H-222_B_c0_clean.png,533,351,533,351,page250_H-222_B_c0_sym_001,1,46,66,533,350,46,66,532,350,output\symbols\page250_H-222_B_c0_sym_001.png
page250_H-223_A_c0,data\cropped\page250_H-223_A_c0.png,data\clean\page250_H-223_A_c0_clean.png,548,370,545,370,page250_H-223_A_c0_sym_001,1,4,147,13,369,4,147,13,369,output\symbols\page250_H-223_A_c0_sym_001.png
page250_H-223_A_c0,data\cropped\page250_H-223_A_c0.png,data\clean\page250_H-223_A_c0_clean.png,548,370,545,370,page250_H-223_A_c0_sym_002,2,4,51,545,369,4,51,547,369,output\symbols\page250_H-223_A_c0_sym_002.png
page250_H-223_B_c0,data\cropped\page250_H-223_B_c0.png,data\clean\page250_H-223_B_c0_clean.png,548,370,545,370,page250_H-223_B_c0_sym_001,1,4,147,13,369,4,147,13,369,output\symbols\page250_H-223_B_c0_sym_001.png
page250_H-223_B_c0,data\cropped\page250_H-223_B_c0.png,data\clean\page250_H-223_B_c0_clean.png,548,370,545,370,page250_H-223_B_c0_sym_002,2,4,51,545,369,4,51,547,369,output\symbols\page250_H-223_B_c0_sym_002.png
page250_H-224_A_c1,data\cropped\page250_H-224_A_c1.png,data\clean\page250_H-224_A_c1_clean.png,590,324,560,277,page250_H-224_A_c1_sym_001,1,17,19,560,276,17,22,589,322,output\symbols\page250_H-224_A_c1_sym_001.png
page250_H-224_B_c1,data\cropped\page250_H-224_B_c1.png,data\clean\page250_H-224_B_c1_clean.png,589,329,555,329,page250_H-224_B_c1_sym_001,1,12,65,555,328,12,65,588,328,output\symbols\page250_H-224_B_c1_sym_001.png
page250_H-225_A_c0,data\cropped\page250_H-225_A_c0.png,data\clean\page250_H-225_A_c0_clean.png,533,351,533,351,page250_H-225_A_c0_sym_001,1,46,66,533,350,46,66,532,350,output\symbols\page250_H-225_A_c0_sym_001.png
page251_H-226_C_c0,data\cropped\page251_H-226_C_c0.png,data\clean\page251_H-226_C_c0_clean.png,696,340,696,340,page251_H-226_C_c0_sym_001,1,47,64,696,339,47,64,695,339,output\symbols\page251_H-226_C_c0_sym_001.png
page251_H-227_A_c1,data\cropped\page251_H-227_A_c1.png,data\clean\page251_H-227_A_c1_clean.png,724,325,724,325,page251_H-227_A_c1_sym_001,1,45,65,724,324,45,65,723,324,output\symbols\page251_H-227_A_c1_sym_001.png
page251_H-227_B_c1,data\cropped\page251_H-227_B_c1.png,data\clean\page251_H-227_B_c1_clean.png,724,325,724,325,page251_H-227_B_c1_sym_001,1,45,65,724,324,45,65,723,324,output\symbols\page251_H-227_B_c1_sym_001.png
page251_H-228_A_c0,data\cropped\page251_H-228_A_c0.png,data\clean\page251_H-228_A_c0_clean.png,719,343,719,343,page251_H-228_A_c0_sym_001,1,48,65,719,342,48,65,718,342,output\symbols\page251_H-228_A_c0_sym_001.png
page251_H-228_B_c0,data\cropped\page251_H-228_B_c0.png,data\clean\page251_H-228_B_c0_clean.png,735,339,735,339,page251_H-228_B_c0_sym_001,1,0,64,735,338,0,64,734,338,output\symbols\page251_H-228_B_c0_sym_001.png
page251_H-229_A_c1,data\cropped\page251_H-229_A_c1.png,data\clean\page251_H-229_A_c1_clean.png,696,340,696,340,page251_H-229_A_c1_sym_001,1,47,64,696,339,47,64,695,339,output\symbols\page251_H-229_A_c1_sym_001.png
page251_H-229_B_c1,data\cropped\page251_H-229_B_c1.png,data\clean\page251_H-229_B_c1_clean.png,696,340,696,340,page251_H-229_B_c1_sym_001,1,47,64,696,339,47,64,695,339,output\symbols\page251_H-229_B_c1_sym_001.png
page251_H-230_A_c2,data\cropped\page251_H-230_A_c2.png,data\clean\page251_H-230_A_c2_clean.png,724,325,724,325,page251_H-230_A_c2_sym_001,1,45,65,724,324,45,65,723,324,output\symbols\page251_H-230_A_c2_sym_001.png
page251_H-230_B_c2,data\cropped\page251_H-230_B_c2.png,data\clean\page251_H-230_B_c2_clean.png,724,325,724,325,page251_H-230_B_c2_sym_001,1,45,65,724,324,45,65,723,324,output\symbols\page251_H-230_B_c2_sym_001.png
page251_H-231_A_c0,data\cropped\page251_H-231_A_c0.png,data\clean\page251_H-231_A_c0_clean.png,735,339,735,339,page251_H-231_A_c0_sym_001,1,0,64,735,338,0,64,734,338,output\symbols\page251_H-231_A_c0_sym_001.png
page251_H-231_B_c0,data\cropped\page251_H-231_B_c0.png,data\clean\page251_H-231_B_c0_clean.png,735,339,735,339,page251_H-231_B_c0_sym_001,1,0,64,735,338,0,64,734,338,output\symbols\page251_H-231_B_c0_sym_001.png
page251_H-233_A_c1,data\cropped\page251_H-233_A_c1.png,data\clean\page251_H-233_A_c1_clean.png,716,321,716,321,page251_H-233_A_c1_sym_001,1,515,141,577,157,515,141,577,157,output\symbols\page251_H-233_A_c1_sym_001.png
page252_H-234_B_c0,data\cropped\page252_H-234_B_c0.png,data\clean\page252_H-234_B_c0_clean.png,439,354,439,354,page252_H-234_B_c0_sym_001,1,38,59,439,353,38,59,438,353,output\symbols\page252_H-234_B_c0_sym_001.png
page252_H-235_B_c0,data\cropped\page252_H-235_B_c0.png,data\clean\page252_H-235_B_c0_clean.png,439,354,439,354,page252_H-235_B_c0_sym_001,1,38,59,439,353,38,59,438,353,output\symbols\page252_H-235_B_c0_sym_001.png
page252_H-236_B_c0,data\cropped\page252_H-236_B_c0.png,data\clean\page252_H-236_B_c0_clean.png,476,295,476,247,page252_H-236_B_c0_sym_001,1,0,17,476,246,0,20,475,293,output\symbols\page252_H-236_B_c0_sym_001.png
page252_H-238_a_c0,data\cropped\page252_H-238_a_c0.png,data\clean\page252_H-238_a_c0_clean.png,558,451,555,451,page252_H-238_a_c0_sym_001,1,229,0,374,37,230,0,376,37,output\symbols\page252_H-238_a_c0_sym_001.png
page252_H-238_C_c0,data\cropped\page252_H-238_C_c0.png,data\clean\page252_H-238_C_c0_clean.png,558,451,555,451,page252_H-238_C_c0_sym_001,1,229,0,374,37,230,0,376,37,output\symbols\page252_H-238_C_c0_sym_001.png
page252_H-239_A_bis_c1,data\cropped\page252_H-239_A_bis_c1.png,data\clean\page252_H-239_A_bis_c1_clean.png,476,295,476,247,page252_H-239_A_bis_c1_sym_001,1,0,17,476,246,0,20,475,293,output\symbols\page252_H-239_A_bis_c1_sym_001.png
page252_H-239_A_c0,data\cropped\page252_H-239_A_c0.png,data\clean\page252_H-239_A_c0_clean.png,439,354,439,354,page252_H-239_A_c0_sym_001,1,38,59,439,353,38,59,438,353,output\symbols\page252_H-239_A_c0_sym_001.png
page252_H-241_A_c0,data\cropped\page252_H-241_A_c0.png,data\clean\page252_H-241_A_c0_clean.png,558,451,555,451,page252_H-241_A_c0_sym_001,1,229,0,374,37,230,0,376,37,output\symbols\page252_H-241_A_c0_sym_001.png
page252_H-241_B_c0,data\cropped\page252_H-241_B_c0.png,data\clean\page252_H-241_B_c0_clean.png,558,451,555,451,page252_H-241_B_c0_sym_001,1,229,0,374,37,230,0,376,37,output\symbols\page252_H-241_B_c0_sym_001.png
page252_H-244_A_c3,data\cropped\page252_H-244_A_c3.png,data\clean\page252_H-244_A_c3_clean.png,501,482,501,482,page252_H-244_A_c3_sym_001,1,45,64,501,479,45,64,500,479,output\symbols\page252_H-244_A_c3_sym_001.png
